,125960550,230565994,258781031,43768720,44072192,44783654,44783914,44784438,45833547,47568123
2024-03-01 05:00,0,0,0,0,0,0,0,0,0,0
2024-03-01 05:05,0,0,1,2,0,0,0,0,0,0
2024-03-01 05:10,0,0,1,4,0,0,0,0,0,0
2024-03-01 05:15,0,0,2,6,0,0,0,0,0,0
2024-03-01 05:20,0,0,5,10,0,0,0,0,0,0
2024-03-01 05:25,0,0,6,12,0,0,0,0,0,0
2024-03-01 05:30,0,0,8,17,0,0,0,0,0,0
2024-03-01 05:35,0,0,14,24,0,0,0,0,0,0
2024-03-01 05:40,0,0,17,29,0,0,0,0,0,2
2024-03-01 05:45,0,0,22,37,0,2,0,0,0,2
2024-03-01 05:50,0,0,24,53,0,2,0,0,0,2
2024-03-01 05:55,0,0,28,61,0,2,1,0,0,2
2024-03-01 06:00,0,0,30,66,0,2,1,0,0,3
2024-03-01 06:05,0,0,38,74,0,4,1,0,0,3
2024-03-01 06:10,0,0,43,85,0,4,1,1,0,4
2024-03-01 06:15,0,0,48,88,0,5,2,0,0,6
2024-03-01 06:20,0,0,51,93,0,6,2,1,0,7
2024-03-01 06:25,0,0,54,112,2,6,2,1,0,7
2024-03-01 06:30,0,0,53,115,2,7,2,1,0,7
2024-03-01 06:35,0,0,54,121,2,7,3,1,0,8
2024-03-01 06:40,0,0,59,132,2,9,3,1,1,9
2024-03-01 06:45,0,0,62,130,2,9,4,1,1,9
2024-03-01 06:50,0,0,63,133,2,10,5,1,1,10
2024-03-01 06:55,0,0,64,139,2,10,5,1,1,10
2024-03-01 07:00,0,0,68,146,2,11,5,1,1,10
2024-03-01 07:05,0,0,66,145,2,9,4,1,1,10
2024-03-01 07:10,0,0,65,142,3,11,5,1,1,11
2024-03-01 07:15,0,0,64,163,4,10,5,1,1,8
2024-03-01 07:20,0,0,62,161,4,11,9,1,1,9
2024-03-01 07:25,0,0,66,156,2,13,11,1,0,10
2024-03-01 07:30,0,0,70,161,3,13,12,1,0,11
2024-03-01 07:35,0,0,66,158,3,13,11,1,0,9
2024-03-01 07:40,0,0,63,156,3,13,14,1,0,8
2024-03-01 07:45,0,0,60,159,3,12,14,1,0,8
2024-03-01 07:50,0,0,64,151,2,14,16,1,0,8
2024-03-01 07:55,0,0,61,149,3,13,17,1,0,8
2024-03-01 08:00,0,0,57,153,3,15,17,1,0,10
2024-03-01 08:05,0,0,54,153,3,16,18,2,0,9
2024-03-01 08:10,0,0,55,149,3,15,18,1,0,8
2024-03-01 08:15,0,0,50,140,2,17,19,1,0,8
2024-03-01 08:20,0,0,50,143,2,16,16,1,0,8
2024-03-01 08:25,0,0,45,137,2,14,16,1,0,7
2024-03-01 08:30,0,0,43,131,3,14,15,1,0,7
2024-03-01 08:35,0,0,41,132,2,14,16,1,0,7
2024-03-01 08:40,0,0,39,128,2,14,15,1,0,7
2024-03-01 08:45,0,0,38,129,2,13,15,1,0,7
2024-03-01 08:50,0,0,33,122,2,13,13,1,0,5
2024-03-01 08:55,0,0,33,121,1,13,12,1,0,5
2024-03-01 09:00,0,0,32,113,2,11,14,1,0,5
2024-03-01 09:05,0,0,29,107,2,11,12,1,0,5
2024-03-01 09:10,0,0,27,101,1,11,13,1,0,5
2024-03-01 09:15,0,0,28,94,1,10,12,1,0,7
2024-03-01 09:20,0,0,27,87,1,9,11,1,0,7
2024-03-01 09:25,0,0,26,84,1,10,9,1,0,7
2024-03-01 09:30,0,0,27,85,1,9,10,1,0,6
2024-03-01 09:35,0,0,27,87,1,9,11,1,0,5
2024-03-01 09:40,0,0,25,82,1,10,10,1,0,6
2024-03-01 09:45,0,0,25,76,1,10,10,1,0,6
2024-03-01 09:50,0,0,24,83,1,8,9,1,0,6
2024-03-01 09:55,0,0,24,79,1,8,11,1,0,6
2024-03-01 10:00,0,0,23,78,1,7,10,1,0,5
2024-03-01 10:05,0,0,24,82,1,7,10,1,0,4
2024-03-01 10:10,0,0,25,86,1,6,8,1,0,5
2024-03-01 10:15,0,0,25,84,1,5,8,1,0,3
2024-03-01 10:20,0,0,26,84,1,5,9,1,0,4
2024-03-01 10:25,0,0,25,89,1,5,10,1,0,4
2024-03-01 10:30,0,0,23,82,1,5,9,2,0,4
2024-03-01 10:35,0,0,22,86,1,5,7,2,0,5
2024-03-01 10:40,0,0,23,87,1,3,7,2,0,5
2024-03-01 10:45,0,0,23,91,1,3,6,1,0,5
2024-03-01 10:50,0,0,24,85,0,4,7,1,0,5
2024-03-01 10:55,0,0,23,81,0,3,6,1,0,5
2024-03-01 11:00,0,0,24,83,0,3,6,1,0,5
2024-03-01 11:05,0,0,24,85,0,4,7,2,0,5
2024-03-01 11:10,0,0,23,83,2,4,7,2,0,5
2024-03-01 11:15,0,0,22,80,2,3,8,2,0,5
2024-03-01 11:20,0,0,21,81,2,3,7,1,0,3
2024-03-01 11:25,0,0,21,81,2,2,7,1,0,3
2024-03-01 11:30,0,0,20,88,2,3,7,1,0,3
2024-03-01 11:35,0,0,21,80,2,3,7,1,0,2
2024-03-01 11:40,0,0,20,79,3,3,8,1,0,2
2024-03-01 11:45,0,0,21,77,3,3,8,1,0,2
2024-03-01 11:50,0,0,20,82,3,2,6,2,0,2
2024-03-01 11:55,0,0,23,82,3,2,6,2,0,3
2024-03-01 12:00,0,0,23,82,3,2,6,2,0,3
2024-03-01 12:05,0,0,23,79,4,2,5,2,0,4
2024-03-01 12:10,0,0,24,82,2,2,6,2,0,3
2024-03-01 12:15,0,0,25,88,3,2,5,2,0,4
2024-03-01 12:20,0,0,23,97,3,2,5,2,0,4
2024-03-01 12:25,0,0,26,90,3,2,4,2,0,4
2024-03-01 12:30,0,0,28,86,3,2,5,2,0,5
2024-03-01 12:35,0,0,29,85,4,2,4,2,0,6
2024-03-01 12:40,0,0,30,90,2,2,4,2,0,5
2024-03-01 12:45,0,0,29,94,2,3,4,2,0,5
2024-03-01 12:50,0,0,28,90,3,3,4,1,0,5
2024-03-01 12:55,0,0,26,93,3,3,4,1,0,4
2024-03-01 13:00,0,0,29,89,3,3,5,1,0,4
2024-03-01 13:05,0,0,28,94,2,4,6,0,0,3
2024-03-01 13:10,0,0,29,94,3,4,5,0,0,3
2024-03-01 13:15,0,0,28,93,2,4,5,0,0,3
2024-03-01 13:20,0,0,29,85,3,4,6,1,0,4
2024-03-01 13:25,0,0,27,82,2,5,6,1,0,4
2024-03-01 13:30,0,0,26,88,2,4,6,0,0,3
2024-03-01 13:35,0,0,28,87,2,4,7,0,0,4
2024-03-01 13:40,0,0,29,79,2,4,7,0,0,5
2024-03-01 13:45,0,0,28,78,3,4,7,1,0,5
